timest,station,param,level,station_name,longitude,latitude,param_name
2017-12-20 10:00:00,5,6,18.95,Kopitoto,23.268403,42.669797,SO2
2016-06-28 17:00:00,4,10,298.82,Pavlovo,23.268403,42.669797,Sun radiation
2017-03-22 09:00:00,2,9,0.0,Nadezhda,23.310972,42.732292,Wind
2017-10-20 06:00:00,1,11,0.0,Druzhba,23.400164,42.666508,Temperature
2017-01-02 02:00:00,6,6,3.95,Mladost,23.383271,42.655488,SO2
2017-03-17 05:00:00,5,9,6.85,Kopitoto,23.268403,42.669797,Wind
2017-06-21 18:00:00,4,5,87.0,Pavlovo,23.268403,42.669797,O3
2018-05-31 03:00:00,1,8,950.0,Druzhba,23.400164,42.666508,Atmospheric pressure
2018-03-20 11:00:00,6,9,1.71,Mladost,23.383271,42.655488,Wind
2016-11-08 07:00:00,4,4,0.47,Pavlovo,23.268403,42.669797,CO
2016-10-26 21:00:00,6,0,18.7,Mladost,23.383271,42.655488,Particulate matter
2018-03-16 06:00:00,6,7,77.92,Mladost,23.383271,42.655488,Humidity
2018-02-27 13:00:00,3,0,58.55,Krasno selo,23.400164,42.666508,Particulate matter
2018-02-17 01:00:00,5,10,32.97,Kopitoto,23.268403,42.669797,Sun radiation
2016-11-08 00:00:00,2,11,15.76,Nadezhda,23.310972,42.732292,Temperature
2016-12-02 20:00:00,3,0,8.36,Krasno selo,23.400164,42.666508,Particulate matter
2016-11-10 23:00:00,4,0,65.95,Pavlovo,23.268403,42.669797,Particulate matter
2016-04-17 12:00:00,4,6,12.96,Pavlovo,23.268403,42.669797,SO2
2018-01-30 09:00:00,3,3,11.87,Krasno selo,23.400164,42.666508,C6H6
2018-01-07 13:00:00,3,0,63.06,Krasno selo,23.400164,42.666508,Particulate matter
2018-01-19 13:00:00,3,11,5.26,Krasno selo,23.400164,42.666508,Temperature
2016-03-13 02:00:00,1,9,1.67,Druzhba,23.400164,42.666508,Wind
2017-11-17 03:00:00,5,2,0.36,Kopitoto,23.268403,42.669797,NO
2016-12-24 09:00:00,3,7,88.89,Krasno selo,23.400164,42.666508,Humidity
2017-04-11 23:00:00,2,1,30.65,Nadezhda,23.310972,42.732292,NO2
2016-08-28 10:00:00,6,10,0.0,Mladost,23.383271,42.655488,Sun radiation
2017-07-13 12:00:00,6,6,2.91,Mladost,23.383271,42.655488,SO2
2017-07-05 17:00:00,4,9,2.87,Pavlovo,23.268403,42.669797,Wind
2017-03-03 04:00:00,2,7,79.16,Nadezhda,23.310972,42.732292,Humidity
2016-01-26 14:00:00,1,10,134.2,Druzhba,23.400164,42.666508,Sun radiation
2018-05-30 12:00:00,2,2,6.55,Nadezhda,23.310972,42.732292,NO
2016-10-11 05:00:00,2,1,4.05,Nadezhda,23.310972,42.732292,NO2
2018-01-17 10:00:00,3,8,900.0,Krasno selo,23.400164,42.666508,Atmospheric pressure
2018-05-04 08:00:00,4,3,0.09,Pavlovo,23.268403,42.669797,C6H6
2017-03-02 16:00:00,4,10,441.08,Pavlovo,23.268403,42.669797,Sun radiation
2017-09-25 20:00:00,6,11,15.9,Mladost,23.383271,42.655488,Temperature
2017-07-10 00:00:00,5,9,0.0,Kopitoto,23.268403,42.669797,Wind
2017-05-15 05:00:00,6,4,0.13,Mladost,23.383271,42.655488,CO
2016-09-25 12:00:00,6,7,53.19,Mladost,23.383271,42.655488,Humidity
2017-05-16 20:00:00,2,7,57.5,Nadezhda,23.310972,42.732292,Humidity
2018-01-01 18:00:00,4,11,8.09,Pavlovo,23.268403,42.669797,Temperature
2016-08-07 16:00:00,3,4,0.24,Krasno selo,23.400164,42.666508,CO
2016-05-27 03:00:00,2,5,76.3,Nadezhda,23.310972,42.732292,O3
2017-08-12 00:00:00,5,6,11.04,Kopitoto,23.268403,42.669797,SO2
2016-02-27 03:00:00,4,9,0.88,Pavlovo,23.268403,42.669797,Wind
2017-06-30 09:00:00,1,9,0.0,Druzhba,23.400164,42.666508,Wind
2016-01-26 14:00:00,2,11,4.34,Nadezhda,23.310972,42.732292,Temperature
2017-05-29 01:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2016-11-22 10:00:00,5,0,12.89,Kopitoto,23.268403,42.669797,Particulate matter
2017-11-08 20:00:00,2,5,3.03,Nadezhda,23.310972,42.732292,O3
2017-10-08 07:00:00,3,0,9.65,Krasno selo,23.400164,42.666508,Particulate matter
2018-05-22 18:00:00,5,2,-0.06,Kopitoto,23.268403,42.669797,NO
2016-04-13 03:00:00,4,7,69.51,Pavlovo,23.268403,42.669797,Humidity
2017-03-22 18:00:00,6,4,0.29,Mladost,23.383271,42.655488,CO
2018-01-17 10:00:00,4,10,41.62,Pavlovo,23.268403,42.669797,Sun radiation
2016-03-24 08:00:00,1,10,22.22,Druzhba,23.400164,42.666508,Sun radiation
2018-01-04 00:00:00,3,0,65.14,Krasno selo,23.400164,42.666508,Particulate matter
2018-03-01 04:00:00,6,4,0.75,Mladost,23.383271,42.655488,CO
2017-04-10 10:00:00,3,3,2.4,Krasno selo,23.400164,42.666508,C6H6
2016-06-03 22:00:00,2,9,0.46,Nadezhda,23.310972,42.732292,Wind
2016-08-08 18:00:00,5,8,868.57,Kopitoto,23.268403,42.669797,Atmospheric pressure
2016-05-06 02:00:00,1,1,12.89,Druzhba,23.400164,42.666508,NO2
2016-05-08 21:00:00,3,1,40.24,Krasno selo,23.400164,42.666508,NO2
2016-08-10 05:00:00,5,7,49.1,Kopitoto,23.268403,42.669797,Humidity
2016-02-24 18:00:00,1,9,4.03,Druzhba,23.400164,42.666508,Wind
2017-10-23 15:00:00,6,4,0.64,Mladost,23.383271,42.655488,CO
2017-11-24 17:00:00,3,8,890.48,Krasno selo,23.400164,42.666508,Atmospheric pressure
2017-11-29 00:00:00,4,7,75.95,Pavlovo,23.268403,42.669797,Humidity
2016-09-28 15:00:00,3,8,938.27,Krasno selo,23.400164,42.666508,Atmospheric pressure
2017-03-06 12:00:00,5,7,98.7,Kopitoto,23.268403,42.669797,Humidity
2017-11-20 14:00:00,5,7,85.19,Kopitoto,23.268403,42.669797,Humidity
2017-03-26 08:00:00,2,9,0.32,Nadezhda,23.310972,42.732292,Wind
2016-12-11 00:00:00,6,0,59.68,Mladost,23.383271,42.655488,Particulate matter
2016-11-02 01:00:00,4,0,81.73,Pavlovo,23.268403,42.669797,Particulate matter
2016-02-02 10:00:00,1,1,70.79,Druzhba,23.400164,42.666508,NO2
2016-08-03 03:00:00,6,11,18.04,Mladost,23.383271,42.655488,Temperature
2018-04-21 23:00:00,6,0,27.06,Mladost,23.383271,42.655488,Particulate matter
2018-04-23 05:00:00,1,7,57.32,Druzhba,23.400164,42.666508,Humidity
2018-02-06 17:00:00,2,1,36.17,Nadezhda,23.310972,42.732292,NO2
2017-08-05 17:00:00,6,4,0.15,Mladost,23.383271,42.655488,CO
2017-06-28 15:00:00,1,0,20.68,Druzhba,23.400164,42.666508,Particulate matter
2016-06-18 22:00:00,5,7,31.58,Kopitoto,23.268403,42.669797,Humidity
2017-07-16 09:00:00,6,2,2.91,Mladost,23.383271,42.655488,NO
2017-05-21 15:00:00,4,2,4.18,Pavlovo,23.268403,42.669797,NO
2017-03-09 18:00:00,2,7,70.3,Nadezhda,23.310972,42.732292,Humidity
2016-04-24 00:00:00,3,3,0.96,Krasno selo,23.400164,42.666508,C6H6
2017-02-19 10:00:00,4,10,64.52,Pavlovo,23.268403,42.669797,Sun radiation
2016-02-22 01:00:00,1,0,52.99,Druzhba,23.400164,42.666508,Particulate matter
2017-12-30 20:00:00,6,4,0.54,Mladost,23.383271,42.655488,CO
2017-10-05 21:00:00,6,7,71.06,Mladost,23.383271,42.655488,Humidity
2018-02-03 15:00:00,3,7,49.89,Krasno selo,23.400164,42.666508,Humidity
2016-05-26 22:00:00,1,11,0.0,Druzhba,23.400164,42.666508,Temperature
2017-01-12 15:00:00,1,6,24.74,Druzhba,23.400164,42.666508,SO2
2016-01-26 12:00:00,3,7,85.21,Krasno selo,23.400164,42.666508,Humidity
2017-01-24 13:00:00,4,10,153.55,Pavlovo,23.268403,42.669797,Sun radiation
2016-05-10 23:00:00,5,9,3.71,Kopitoto,23.268403,42.669797,Wind
2017-11-09 18:00:00,3,5,1.21,Krasno selo,23.400164,42.666508,O3
2016-07-17 10:00:00,5,11,12.59,Kopitoto,23.268403,42.669797,Temperature
2017-11-14 22:00:00,4,8,944.1,Pavlovo,23.268403,42.669797,Atmospheric pressure
2018-04-17 06:00:00,5,4,0.16,Kopitoto,23.268403,42.669797,CO
2016-10-07 13:00:00,3,6,12.89,Krasno selo,23.400164,42.666508,SO2
2016-12-20 15:00:00,3,4,0.46,Krasno selo,23.400164,42.666508,CO
2016-05-17 13:00:00,4,5,98.95,Pavlovo,23.268403,42.669797,O3
2016-05-16 04:00:00,1,0,11.46,Druzhba,23.400164,42.666508,Particulate matter
2017-11-17 07:00:00,6,3,1.92,Mladost,23.383271,42.655488,C6H6
2018-01-24 13:00:00,1,6,10.46,Druzhba,23.400164,42.666508,SO2
2016-06-06 17:00:00,3,10,610.53,Krasno selo,23.400164,42.666508,Sun radiation
2017-11-23 04:00:00,4,1,36.15,Pavlovo,23.268403,42.669797,NO2
2016-11-21 12:00:00,4,2,13.41,Pavlovo,23.268403,42.669797,NO
2017-06-05 19:00:00,5,8,863.64,Kopitoto,23.268403,42.669797,Atmospheric pressure
2016-02-05 18:00:00,4,3,1.27,Pavlovo,23.268403,42.669797,C6H6
2017-04-03 03:00:00,1,1,10.64,Druzhba,23.400164,42.666508,NO2
2017-04-30 15:00:00,5,2,6.88,Kopitoto,23.268403,42.669797,NO
2017-04-21 11:00:00,2,6,3.95,Nadezhda,23.310972,42.732292,SO2
2018-01-20 15:00:00,4,2,-4.4,Pavlovo,23.268403,42.669797,NO
2018-04-03 02:00:00,4,7,63.67,Pavlovo,23.268403,42.669797,Humidity
2017-07-30 00:00:00,2,10,0.0,Nadezhda,23.310972,42.732292,Sun radiation
2016-01-25 19:00:00,3,4,1.17,Krasno selo,23.400164,42.666508,CO
2018-05-08 01:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2016-09-12 03:00:00,1,7,65.95,Druzhba,23.400164,42.666508,Humidity
2016-03-26 20:00:00,3,6,11.62,Krasno selo,23.400164,42.666508,SO2
2016-07-02 14:00:00,3,8,932.52,Krasno selo,23.400164,42.666508,Atmospheric pressure
2016-04-13 10:00:00,3,6,12.07,Krasno selo,23.400164,42.666508,SO2
2017-08-16 13:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2018-01-16 22:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2017-06-24 18:00:00,4,11,29.51,Pavlovo,23.268403,42.669797,Temperature
2017-11-06 01:00:00,5,3,0.01,Kopitoto,23.268403,42.669797,C6H6
2017-03-19 09:00:00,5,4,0.21,Kopitoto,23.268403,42.669797,CO
2017-10-28 13:00:00,6,10,0.0,Mladost,23.383271,42.655488,Sun radiation
2017-07-17 05:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2018-05-15 07:00:00,6,4,0.47,Mladost,23.383271,42.655488,CO
2016-04-24 22:00:00,3,7,90.5,Krasno selo,23.400164,42.666508,Humidity
2017-01-16 01:00:00,5,11,-6.41,Kopitoto,23.268403,42.669797,Temperature
2018-04-15 07:00:00,6,11,12.48,Mladost,23.383271,42.655488,Temperature
2016-04-12 12:00:00,2,7,45.97,Nadezhda,23.310972,42.732292,Humidity
2016-05-06 00:00:00,5,1,2.82,Kopitoto,23.268403,42.669797,NO2
2018-01-07 18:00:00,5,11,7.72,Kopitoto,23.268403,42.669797,Temperature
2017-11-05 15:00:00,6,11,13.56,Mladost,23.383271,42.655488,Temperature
2017-10-18 04:00:00,6,11,0.0,Mladost,23.383271,42.655488,Temperature
2018-04-22 03:00:00,1,7,55.59,Druzhba,23.400164,42.666508,Humidity
2017-02-23 18:00:00,2,7,33.3,Nadezhda,23.310972,42.732292,Humidity
2018-05-09 07:00:00,6,6,3.84,Mladost,23.383271,42.655488,SO2
2018-02-07 23:00:00,1,6,4.71,Druzhba,23.400164,42.666508,SO2
2016-12-26 14:00:00,5,6,2.55,Kopitoto,23.268403,42.669797,SO2
2016-11-07 16:00:00,5,11,13.04,Kopitoto,23.268403,42.669797,Temperature
2018-06-09 09:00:00,5,11,24.54,Kopitoto,23.268403,42.669797,Temperature
2017-06-04 10:00:00,5,8,863.64,Kopitoto,23.268403,42.669797,Atmospheric pressure
2017-05-06 04:00:00,1,6,9.26,Druzhba,23.400164,42.666508,SO2
2016-08-25 06:00:00,4,5,28.57,Pavlovo,23.268403,42.669797,O3
2016-12-31 06:00:00,1,0,31.52,Druzhba,23.400164,42.666508,Particulate matter
2017-05-30 02:00:00,1,7,81.83,Druzhba,23.400164,42.666508,Humidity
2016-09-03 01:00:00,5,4,0.47,Kopitoto,23.268403,42.669797,CO
2017-02-08 03:00:00,2,6,4.34,Nadezhda,23.310972,42.732292,SO2
2017-04-07 01:00:00,4,10,0.0,Pavlovo,23.268403,42.669797,Sun radiation
2017-12-22 11:00:00,5,9,29.68,Kopitoto,23.268403,42.669797,Wind
2017-04-18 15:00:00,6,10,0.0,Mladost,23.383271,42.655488,Sun radiation
2016-10-03 11:00:00,3,10,491.86,Krasno selo,23.400164,42.666508,Sun radiation
2017-01-15 07:00:00,5,8,858.76,Kopitoto,23.268403,42.669797,Atmospheric pressure
2016-08-18 14:00:00,3,9,0.7,Krasno selo,23.400164,42.666508,Wind
2016-11-04 10:00:00,2,11,4.74,Nadezhda,23.310972,42.732292,Temperature
2016-05-05 00:00:00,5,9,0.0,Kopitoto,23.268403,42.669797,Wind
2016-11-28 18:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2017-05-01 00:00:00,1,7,87.1,Druzhba,23.400164,42.666508,Humidity
2016-10-08 05:00:00,6,3,1.12,Mladost,23.383271,42.655488,C6H6
2016-11-07 18:00:00,4,8,933.33,Pavlovo,23.268403,42.669797,Atmospheric pressure
2017-10-01 22:00:00,3,3,1.26,Krasno selo,23.400164,42.666508,C6H6
2017-08-26 13:00:00,4,11,27.35,Pavlovo,23.268403,42.669797,Temperature
2018-02-19 01:00:00,3,7,64.16,Krasno selo,23.400164,42.666508,Humidity
2018-02-02 19:00:00,3,11,12.97,Krasno selo,23.400164,42.666508,Temperature
2016-02-27 03:00:00,6,1,16.11,Mladost,23.383271,42.655488,NO2
2017-04-03 18:00:00,4,11,16.23,Pavlovo,23.268403,42.669797,Temperature
2018-03-30 02:00:00,1,2,1.22,Druzhba,23.400164,42.666508,NO
2017-04-20 00:00:00,6,3,1.5,Mladost,23.383271,42.655488,C6H6
2018-06-02 11:00:00,3,4,0.26,Krasno selo,23.400164,42.666508,CO
2018-03-01 21:00:00,3,2,4.47,Krasno selo,23.400164,42.666508,NO
2017-12-28 20:00:00,4,1,87.4,Pavlovo,23.268403,42.669797,NO2
2017-04-27 12:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2016-09-24 13:00:00,4,11,17.28,Pavlovo,23.268403,42.669797,Temperature
2018-04-07 06:00:00,1,11,0.0,Druzhba,23.400164,42.666508,Temperature
2017-05-14 01:00:00,3,5,57.6,Krasno selo,23.400164,42.666508,O3
2017-11-18 16:00:00,6,6,9.89,Mladost,23.383271,42.655488,SO2
2016-03-02 06:00:00,6,6,3.66,Mladost,23.383271,42.655488,SO2
2018-03-10 08:00:00,2,5,18.6,Nadezhda,23.310972,42.732292,O3
2016-12-08 18:00:00,2,1,66.49,Nadezhda,23.310972,42.732292,NO2
2017-02-02 09:00:00,3,7,82.31,Krasno selo,23.400164,42.666508,Humidity
2017-04-01 06:00:00,5,4,0.16,Kopitoto,23.268403,42.669797,CO
2016-08-22 04:00:00,6,4,0.12,Mladost,23.383271,42.655488,CO
2018-04-21 09:00:00,4,1,42.43,Pavlovo,23.268403,42.669797,NO2
2017-12-18 14:00:00,4,6,3.45,Pavlovo,23.268403,42.669797,SO2
2017-11-11 18:00:00,4,4,0.85,Pavlovo,23.268403,42.669797,CO
2016-12-19 21:00:00,3,1,70.65,Krasno selo,23.400164,42.666508,NO2
2018-02-10 07:00:00,6,7,79.16,Mladost,23.383271,42.655488,Humidity
2018-05-09 14:00:00,4,10,695.98,Pavlovo,23.268403,42.669797,Sun radiation
2017-05-25 14:00:00,1,5,51.91,Druzhba,23.400164,42.666508,O3
2017-01-03 00:00:00,6,11,-5.78,Mladost,23.383271,42.655488,Temperature
2016-06-19 12:00:00,1,7,67.18,Druzhba,23.400164,42.666508,Humidity
2016-12-21 08:00:00,3,11,-1.28,Krasno selo,23.400164,42.666508,Temperature
2017-04-10 10:00:00,1,6,9.16,Druzhba,23.400164,42.666508,SO2
2016-01-22 22:00:00,3,5,33.11,Krasno selo,23.400164,42.666508,O3
2016-06-19 06:00:00,3,9,0.44,Krasno selo,23.400164,42.666508,Wind
2016-05-06 21:00:00,4,11,11.61,Pavlovo,23.268403,42.669797,Temperature
2016-05-16 05:00:00,1,7,92.27,Druzhba,23.400164,42.666508,Humidity
2018-06-09 19:00:00,4,2,1.47,Pavlovo,23.268403,42.669797,NO
2017-08-27 17:00:00,2,0,7.45,Nadezhda,23.310972,42.732292,Particulate matter
2018-04-14 13:00:00,6,10,0.0,Mladost,23.383271,42.655488,Sun radiation
2016-11-13 13:00:00,5,1,3.74,Kopitoto,23.268403,42.669797,NO2
2018-05-06 16:00:00,2,2,7.32,Nadezhda,23.310972,42.732292,NO
2017-01-03 09:00:00,3,2,262.5,Krasno selo,23.400164,42.666508,NO
2016-03-11 13:00:00,6,7,91.36,Mladost,23.383271,42.655488,Humidity
2016-09-07 14:00:00,5,5,109.94,Kopitoto,23.268403,42.669797,O3
2016-03-25 16:00:00,4,6,2.76,Pavlovo,23.268403,42.669797,SO2
2016-09-03 03:00:00,5,3,0.3,Kopitoto,23.268403,42.669797,C6H6
2017-12-18 12:00:00,2,7,81.01,Nadezhda,23.310972,42.732292,Humidity
2017-02-18 06:00:00,3,4,1.68,Krasno selo,23.400164,42.666508,CO
2017-10-11 01:00:00,2,11,0.0,Nadezhda,23.310972,42.732292,Temperature
2017-05-13 10:00:00,2,11,0.0,Nadezhda,23.310972,42.732292,Temperature
2018-05-17 08:00:00,2,1,16.33,Nadezhda,23.310972,42.732292,NO2
2016-11-13 14:00:00,6,10,369.44,Mladost,23.383271,42.655488,Sun radiation
2017-11-12 21:00:00,3,4,0.94,Krasno selo,23.400164,42.666508,CO
2017-09-21 15:00:00,6,0,9.57,Mladost,23.383271,42.655488,Particulate matter
2017-04-19 23:00:00,4,7,89.47,Pavlovo,23.268403,42.669797,Humidity
2017-09-08 04:00:00,1,3,0.23,Druzhba,23.400164,42.666508,C6H6
2017-05-06 03:00:00,1,7,88.5,Druzhba,23.400164,42.666508,Humidity
2017-11-24 22:00:00,1,5,2.0,Druzhba,23.400164,42.666508,O3
2017-02-13 02:00:00,2,9,1.22,Nadezhda,23.310972,42.732292,Wind
2016-06-17 12:00:00,1,6,4.01,Druzhba,23.400164,42.666508,SO2
2016-06-16 23:00:00,1,3,0.69,Druzhba,23.400164,42.666508,C6H6
2018-02-01 14:00:00,3,4,0.52,Krasno selo,23.400164,42.666508,CO
2017-11-18 06:00:00,3,7,66.07,Krasno selo,23.400164,42.666508,Humidity
2017-12-17 17:00:00,6,7,83.09,Mladost,23.383271,42.655488,Humidity
2017-07-17 12:00:00,3,8,956.96,Krasno selo,23.400164,42.666508,Atmospheric pressure
2017-11-18 23:00:00,6,6,8.68,Mladost,23.383271,42.655488,SO2
2017-09-21 10:00:00,3,1,14.34,Krasno selo,23.400164,42.666508,NO2
2017-04-08 00:00:00,4,9,3.45,Pavlovo,23.268403,42.669797,Wind
2017-10-27 13:00:00,3,3,5.66,Krasno selo,23.400164,42.666508,C6H6
2017-01-19 13:00:00,5,5,46.08,Kopitoto,23.268403,42.669797,O3
2016-08-19 07:00:00,5,5,97.73,Kopitoto,23.268403,42.669797,O3
2016-02-28 12:00:00,5,11,6.72,Kopitoto,23.268403,42.669797,Temperature
2017-02-10 20:00:00,4,0,15.03,Pavlovo,23.268403,42.669797,Particulate matter
2016-07-25 21:00:00,1,11,24.95,Druzhba,23.400164,42.666508,Temperature
2016-11-24 02:00:00,6,9,0.97,Mladost,23.383271,42.655488,Wind
2017-02-02 14:00:00,2,5,30.53,Nadezhda,23.310972,42.732292,O3
2016-11-25 22:00:00,1,10,0.0,Druzhba,23.400164,42.666508,Sun radiation
2016-05-06 01:00:00,1,9,1.28,Druzhba,23.400164,42.666508,Wind
2017-08-31 17:00:00,3,9,0.0,Krasno selo,23.400164,42.666508,Wind
2016-02-25 12:00:00,6,4,0.8,Mladost,23.383271,42.655488,CO
2017-09-28 09:00:00,1,3,0.49,Druzhba,23.400164,42.666508,C6H6
2016-12-31 19:00:00,6,6,0.39,Mladost,23.383271,42.655488,SO2
2017-03-02 18:00:00,6,10,32.73,Mladost,23.383271,42.655488,Sun radiation
2017-01-21 00:00:00,6,11,-8.58,Mladost,23.383271,42.655488,Temperature
2016-08-07 13:00:00,3,4,0.27,Krasno selo,23.400164,42.666508,CO
2018-03-12 08:00:00,5,2,0.55,Kopitoto,23.268403,42.669797,NO
2017-05-02 11:00:00,5,2,15.67,Kopitoto,23.268403,42.669797,NO
2017-03-18 03:00:00,3,1,55.27,Krasno selo,23.400164,42.666508,NO2
2017-07-22 19:00:00,3,5,49.77,Krasno selo,23.400164,42.666508,O3
2016-10-03 14:00:00,3,6,3.37,Krasno selo,23.400164,42.666508,SO2
2017-05-11 22:00:00,5,11,10.99,Kopitoto,23.268403,42.669797,Temperature
2016-09-10 09:00:00,2,0,47.89,Nadezhda,23.310972,42.732292,Particulate matter
2017-09-09 09:00:00,3,0,51.14,Krasno selo,23.400164,42.666508,Particulate matter
2017-04-17 08:00:00,3,6,2.12,Krasno selo,23.400164,42.666508,SO2
2016-09-08 09:00:00,1,3,0.53,Druzhba,23.400164,42.666508,C6H6
2018-04-11 00:00:00,3,11,14.79,Krasno selo,23.400164,42.666508,Temperature
2018-01-13 20:00:00,1,1,18.5,Druzhba,23.400164,42.666508,NO2
2017-06-23 01:00:00,2,1,46.32,Nadezhda,23.310972,42.732292,NO2
2016-09-29 09:00:00,4,9,0.95,Pavlovo,23.268403,42.669797,Wind
2017-06-27 07:00:00,5,11,0.0,Kopitoto,23.268403,42.669797,Temperature
2016-05-21 08:00:00,4,7,92.99,Pavlovo,23.268403,42.669797,Humidity
2018-05-26 13:00:00,2,6,4.96,Nadezhda,23.310972,42.732292,SO2
2017-03-24 13:00:00,2,2,6.86,Nadezhda,23.310972,42.732292,NO
2016-04-20 01:00:00,2,0,35.35,Nadezhda,23.310972,42.732292,Particulate matter
2016-05-10 17:00:00,4,10,104.79,Pavlovo,23.268403,42.669797,Sun radiation
2017-08-11 12:00:00,2,5,121.28,Nadezhda,23.310972,42.732292,O3
2016-10-22 05:00:00,4,10,22.93,Pavlovo,23.268403,42.669797,Sun radiation
2016-05-06 12:00:00,3,7,63.03,Krasno selo,23.400164,42.666508,Humidity
2018-06-14 04:00:00,3,10,0.0,Krasno selo,23.400164,42.666508,Sun radiation
2018-01-21 15:00:00,2,1,36.17,Nadezhda,23.310972,42.732292,NO2
2018-04-10 23:00:00,2,5,15.8,Nadezhda,23.310972,42.732292,O3
2017-11-24 18:00:00,6,1,91.15,Mladost,23.383271,42.655488,NO2
2017-08-02 04:00:00,2,5,33.87,Nadezhda,23.310972,42.732292,O3
2016-11-21 01:00:00,5,7,42.53,Kopitoto,23.268403,42.669797,Humidity
2016-04-04 04:00:00,1,7,76.96,Druzhba,23.400164,42.666508,Humidity
2016-02-29 07:00:00,6,3,0.69,Mladost,23.383271,42.655488,C6H6
2017-07-21 20:00:00,1,5,71.18,Druzhba,23.400164,42.666508,O3
2017-12-06 06:00:00,3,6,8.95,Krasno selo,23.400164,42.666508,SO2
2016-07-31 04:00:00,3,2,2.5,Krasno selo,23.400164,42.666508,NO
2016-05-31 11:00:00,4,8,938.27,Pavlovo,23.268403,42.669797,Atmospheric pressure
2017-10-24 13:00:00,1,2,9.74,Druzhba,23.400164,42.666508,NO
2017-03-22 07:00:00,1,3,0.9,Druzhba,23.400164,42.666508,C6H6
2016-02-22 09:00:00,1,10,262.03,Druzhba,23.400164,42.666508,Sun radiation
2018-04-29 10:00:00,6,4,0.52,Mladost,23.383271,42.655488,CO
2017-02-11 00:00:00,3,4,0.12,Krasno selo,23.400164,42.666508,CO
2016-12-11 21:00:00,3,2,289.63,Krasno selo,23.400164,42.666508,NO
2016-09-30 13:00:00,6,6,10.42,Mladost,23.383271,42.655488,SO2
2016-07-30 12:00:00,4,11,26.37,Pavlovo,23.268403,42.669797,Temperature
2016-10-24 14:00:00,1,6,11.05,Druzhba,23.400164,42.666508,SO2
2016-10-28 19:00:00,6,9,1.08,Mladost,23.383271,42.655488,Wind
2018-02-20 19:00:00,6,1,27.43,Mladost,23.383271,42.655488,NO2
2017-03-20 21:00:00,4,8,944.1,Pavlovo,23.268403,42.669797,Atmospheric pressure
2017-07-03 21:00:00,1,7,93.83,Druzhba,23.400164,42.666508,Humidity
2016-03-15 14:00:00,4,11,5.87,Pavlovo,23.268403,42.669797,Temperature
2017-04-04 00:00:00,3,8,927.61,Krasno selo,23.400164,42.666508,Atmospheric pressure
2017-01-19 02:00:00,1,2,0.84,Druzhba,23.400164,42.666508,NO
2017-08-05 16:00:00,1,1,2.59,Druzhba,23.400164,42.666508,NO2
2018-05-02 13:00:00,3,10,968.15,Krasno selo,23.400164,42.666508,Sun radiation
2017-09-17 08:00:00,2,5,31.25,Nadezhda,23.310972,42.732292,O3
2017-07-04 09:00:00,2,11,0.0,Nadezhda,23.310972,42.732292,Temperature
2016-12-18 09:00:00,1,5,0.44,Druzhba,23.400164,42.666508,O3
2016-12-23 08:00:00,2,6,3.25,Nadezhda,23.310972,42.732292,SO2
2016-06-20 07:00:00,5,5,77.84,Kopitoto,23.268403,42.669797,O3
2017-11-05 19:00:00,6,0,32.95,Mladost,23.383271,42.655488,Particulate matter
2016-10-08 01:00:00,3,11,9.74,Krasno selo,23.400164,42.666508,Temperature
2018-01-24 20:00:00,1,8,962.03,Druzhba,23.400164,42.666508,Atmospheric pressure
2016-09-28 18:00:00,2,6,1.61,Nadezhda,23.310972,42.732292,SO2
2017-02-27 06:00:00,5,8,864.0,Kopitoto,23.268403,42.669797,Atmospheric pressure
2017-12-29 07:00:00,1,6,6.77,Druzhba,23.400164,42.666508,SO2
2018-03-10 22:00:00,3,4,2.21,Krasno selo,23.400164,42.666508,CO
2016-03-25 16:00:00,5,8,854.24,Kopitoto,23.268403,42.669797,Atmospheric pressure
2016-11-29 04:00:00,2,0,13.26,Nadezhda,23.310972,42.732292,Particulate matter
2018-01-16 21:00:00,2,9,0.79,Nadezhda,23.310972,42.732292,Wind
2017-08-07 03:00:00,2,1,24.53,Nadezhda,23.310972,42.732292,NO2
2016-09-20 16:00:00,2,11,16.1,Nadezhda,23.310972,42.732292,Temperature
2017-01-19 04:00:00,6,2,1.74,Mladost,23.383271,42.655488,NO
2017-08-30 08:00:00,3,7,66.71,Krasno selo,23.400164,42.666508,Humidity
2016-01-23 04:00:00,1,11,-12.62,Druzhba,23.400164,42.666508,Temperature
2016-08-27 11:00:00,4,11,20.76,Pavlovo,23.268403,42.669797,Temperature
2017-03-31 02:00:00,6,2,0.8,Mladost,23.383271,42.655488,NO
2018-03-07 13:00:00,4,4,0.29,Pavlovo,23.268403,42.669797,CO
2016-02-07 09:00:00,2,0,63.26,Nadezhda,23.310972,42.732292,Particulate matter
2016-03-20 02:00:00,1,0,21.54,Druzhba,23.400164,42.666508,Particulate matter
